s,r,Reputation,Prediction,fdk_val,Response,value,trial,fdk_val_1b
sub-1469,3,Mean60,1,1,2,2,89,1
sub-1469,3,Nice80,1,1,3,3,90,2
sub-1469,3,Mean80,1,0,2,3,91,1
sub-1469,3,Nice60,1,0,2,4,92,2
sub-1469,3,Mean60,1,0,2,2,93,2
sub-1469,3,Nice80,1,1,3,3,94,2
sub-1469,3,Mean80,0,0,2,3,95,1
sub-1469,3,Nice60,0,1,3,4,96,1
sub-1469,4,Mean60,1,1,3,2,97,1
sub-1469,4,Nice80,0,1,3,4,98,2
sub-1469,4,Mean80,1,0,2,3,99,1
sub-1469,4,Nice60,1,1,4,3,100,2
sub-1469,4,Mean60,0,0,2,2,101,2
sub-1469,4,Nice80,0,1,3,4,102,2
sub-1469,4,Mean80,0,0,2,3,103,1
sub-1469,4,Nice60,1,0,2,3,104,2
sub-1469,4,Mean60,0,1,2,2,105,1
sub-1469,4,Nice80,1,1,3,4,106,2
sub-1469,4,Mean80,1,1,2,3,107,1
sub-1469,4,Nice60,1,1,4,3,108,1
sub-1469,4,Mean60,1,0,1,2,109,2
sub-1469,4,Nice80,1,0,2,4,110,2
sub-1469,4,Mean80,1,0,2,3,111,2
sub-1469,4,Nice60,0,1,3,3,112,2
sub-1469,4,Mean60,0,0,1,2,113,1
sub-1469,4,Nice80,1,1,4,4,114,1
sub-1469,4,Mean80,1,0,1,3,115,1
sub-1469,4,Nice60,1,0,2,3,116,2
sub-1469,4,Mean60,1,1,3,2,117,1
sub-1469,4,Nice80,1,1,3,4,118,2
sub-1469,4,Mean80,1,0,2,3,119,1
sub-1469,4,Nice60,0,1,3,3,120,1
sub-1469,4,Mean60,1,1,2,2,121,2
sub-1469,4,Nice80,1,1,3,4,122,2
sub-1469,4,Mean80,1,1,3,3,123,1
sub-1469,4,Nice60,0,0,1,3,124,2
sub-1469,4,Mean60,1,0,3,2,125,2
sub-1469,4,Nice80,1,0,2,4,126,2
sub-1469,4,Mean80,1,0,2,3,127,2
sub-1469,4,Nice60,0,1,3,3,128,1
sub-1474,1,Mean60,0,0,2,2,1,1
sub-1474,1,Nice80,1,1,4,2,2,1
sub-1474,1,Mean80,1,0,1,2,3,1
sub-1474,1,Nice60,1,1,4,2,4,1
sub-1474,1,Mean60,0,0,2,2,5,1
sub-1474,1,Nice80,1,1,NA,2,6,2
sub-1474,1,Mean80,1,0,3,2,7,1
sub-1474,1,Nice60,1,1,3,2,8,2
sub-1474,1,Mean60,0,1,4,2,9,1
sub-1474,1,Nice80,0,1,3,2,10,2
sub-1474,1,Mean80,1,0,1,2,11,1
sub-1474,1,Nice60,1,0,3,2,12,2
sub-1474,1,Mean60,1,0,2,2,13,2
sub-1474,1,Nice80,1,1,3,2,14,2
sub-1474,1,Mean80,0,0,1,2,15,1
sub-1474,1,Nice60,1,1,3,2,16,1
sub-1474,1,Mean60,1,0,1,2,17,1
sub-1474,1,Nice80,1,1,4,2,18,2
sub-1474,1,Mean80,0,1,3,2,19,1
sub-1474,1,Nice60,1,0,2,2,20,2
sub-1474,1,Mean60,1,1,4,2,21,1
sub-1474,1,Nice80,1,1,3,2,22,2
sub-1474,1,Mean80,0,0,2,2,23,2
sub-1474,1,Nice60,1,1,3,2,24,1
sub-1474,1,Mean60,1,1,3,2,25,2
sub-1474,1,Nice80,1,0,2,2,26,2
sub-1474,1,Mean80,0,0,1,2,27,1
sub-1474,1,Nice60,1,1,3,2,28,2
sub-1474,1,Mean60,1,0,NA,2,29,2
sub-1474,1,Nice80,1,1,NA,2,30,1
sub-1474,1,Mean80,0,0,1,2,31,1
sub-1474,1,Nice60,1,0,2,2,32,2
sub-1474,2,Mean60,NA,1,2,3,33,1
sub-1474,2,Nice80,NA,1,4,3,34,2
sub-1474,2,Mean80,0,1,3,1,35,1
sub-1474,2,Nice60,1,1,3,2,36,1
sub-1474,2,Mean60,1,0,3,3,37,2
sub-1474,2,Nice80,1,1,3,3,38,2
sub-1474,2,Mean80,1,0,2,1,39,2
sub-1474,2,Nice60,1,0,2,2,40,2
sub-1474,2,Mean60,1,1,3,3,41,1
sub-1474,2,Nice80,1,0,2,3,42,2
sub-1474,2,Mean80,0,0,2,1,43,1
sub-1474,2,Nice60,0,0,2,2,44,1
sub-1474,2,Mean60,1,0,1,3,45,2
sub-1474,2,Nice80,1,1,4,3,46,1
sub-1474,2,Mean80,1,0,2,1,47,1
sub-1474,2,Nice60,1,1,3,2,48,1
sub-1474,2,Mean60,1,0,NA,3,49,1
sub-1474,2,Nice80,NA,1,3,3,50,2
sub-1474,2,Mean80,0,0,2,1,51,1
sub-1474,2,Nice60,0,0,2,2,52,2
sub-1474,2,Mean60,1,1,3,3,53,1
sub-1474,2,Nice80,1,1,3,3,54,2
sub-1474,2,Mean80,NA,0,1,1,55,1
sub-1474,2,Nice60,0,0,3,2,56,1
sub-1474,2,Mean60,1,1,3,3,57,2
sub-1474,2,Nice80,1,1,3,3,58,2
sub-1474,2,Mean80,0,0,3,1,59,1
sub-1474,2,Nice60,1,0,2,2,60,1
sub-1474,2,Mean60,NA,0,2,3,61,2
sub-1474,2,Nice80,NA,0,2,3,62,2
sub-1474,2,Mean80,0,1,NA,1,63,1
sub-1474,2,Nice60,0,1,3,2,64,1
sub-1474,3,Mean60,1,0,2,3,65,1
sub-1474,3,Nice80,1,1,3,2,66,1
sub-1474,3,Mean80,0,0,1,2,67,2
sub-1474,3,Nice60,NA,1,3,2,68,2
sub-1474,3,Mean60,1,0,2,3,69,1
sub-1474,3,Nice80,NA,1,3,2,70,2
sub-1474,3,Mean80,0,0,2,2,71,1
sub-1474,3,Nice60,0,0,NA,2,72,2
sub-1474,3,Mean60,1,0,2,3,73,1
sub-1474,3,Nice80,0,1,3,2,74,2
sub-1474,3,Mean80,1,0,2,2,75,1
sub-1474,3,Nice60,0,0,3,2,76,1
sub-1474,3,Mean60,1,1,3,3,77,1
sub-1474,3,Nice80,0,1,3,2,78,2
sub-1474,3,Mean80,0,0,2,2,79,1
sub-1474,3,Nice60,0,1,2,2,80,1
sub-1474,3,Mean60,0,1,3,3,81,2
sub-1474,3,Nice80,1,0,3,2,82,2
sub-1474,3,Mean80,1,1,3,2,83,1
sub-1474,3,Nice60,0,0,2,2,84,2
sub-1474,3,Mean60,1,0,2,3,85,2
sub-1474,3,Nice80,NA,1,3,2,86,1
sub-1474,3,Mean80,NA,0,2,2,87,2
sub-1474,3,Nice60,0,1,3,2,88,1
sub-1474,3,Mean60,1,1,3,3,89,1
sub-1474,3,Nice80,0,1,3,2,90,2
sub-1474,3,Mean80,NA,0,2,2,91,1
sub-1474,3,Nice60,1,0,3,2,92,2
sub-1474,3,Mean60,0,0,2,3,93,2
sub-1474,3,Nice80,1,1,3,2,94,2
sub-1474,3,Mean80,NA,0,2,2,95,1
sub-1474,3,Nice60,1,1,3,2,96,1
sub-1474,4,Mean60,0,1,3,2,97,1
sub-1474,4,Nice80,0,1,3,2,98,2
sub-1474,4,Mean80,0,0,2,2,99,1
sub-1474,4,Nice60,0,1,3,2,100,2
sub-1474,4,Mean60,1,0,2,2,101,2
sub-1474,4,Nice80,NA,1,3,2,102,2
sub-1474,4,Mean80,NA,0,2,2,103,1
sub-1474,4,Nice60,NA,0,3,2,104,2
sub-1474,4,Mean60,0,1,3,2,105,1
sub-1474,4,Nice80,0,1,4,2,106,2
sub-1474,4,Mean80,0,1,3,2,107,1
sub-1474,4,Nice60,1,1,3,2,108,1
sub-1474,4,Mean60,0,0,3,2,109,2
sub-1474,4,Nice80,0,0,1,2,110,2
sub-1474,4,Mean80,NA,0,2,2,111,2
sub-1474,4,Nice60,0,1,3,2,112,2
sub-1474,4,Mean60,0,0,2,2,113,1
sub-1474,4,Nice80,0,1,4,2,114,1
sub-1474,4,Mean80,0,0,2,2,115,1
sub-1474,4,Nice60,0,0,3,2,116,2
sub-1474,4,Mean60,0,1,3,2,117,1
sub-1474,4,Nice80,0,1,3,2,118,2
sub-1474,4,Mean80,0,0,2,2,119,1
sub-1474,4,Nice60,1,1,3,2,120,1
sub-1474,4,Mean60,1,1,3,2,121,2
sub-1474,4,Nice80,NA,1,3,2,122,2
sub-1474,4,Mean80,0,1,3,2,123,1
sub-1474,4,Nice60,0,0,2,2,124,2
sub-1474,4,Mean60,NA,0,3,2,125,2
sub-1474,4,Nice80,0,0,2,2,126,2
sub-1474,4,Mean80,0,0,2,2,127,2
sub-1474,4,Nice60,NA,1,3,2,128,1
sub-1477,1,Mean60,NA,0,1,2,1,1
sub-1477,1,Nice80,1,1,4,2,2,1
sub-1477,1,Mean80,1,0,1,2,3,1
sub-1477,1,Nice60,1,1,4,2,4,1
sub-1477,1,Mean60,0,0,2,2,5,1
sub-1477,1,Nice80,1,1,NA,2,6,2
sub-1477,1,Mean80,1,0,2,2,7,1
sub-1477,1,Nice60,1,1,3,2,8,2
sub-1477,1,Mean60,0,1,4,2,9,1
sub-1477,1,Nice80,1,1,4,2,10,2
sub-1477,1,Mean80,0,0,1,2,11,1
sub-1477,1,Nice60,1,0,1,2,12,2
sub-1477,1,Mean60,0,0,1,2,13,2
sub-1477,1,Nice80,1,1,3,2,14,2
sub-1477,1,Mean80,0,0,1,2,15,1
sub-1477,1,Nice60,1,1,3,2,16,1
sub-1477,1,Mean60,0,0,1,2,17,1
sub-1477,1,Nice80,1,1,4,2,18,2
sub-1477,1,Mean80,0,1,4,2,19,1
sub-1477,1,Nice60,1,0,2,2,20,2
sub-1477,1,Mean60,0,1,3,2,21,1
sub-1477,1,Nice80,1,1,4,2,22,2
sub-1477,1,Mean80,0,0,1,2,23,2
sub-1477,1,Nice60,1,1,4,2,24,1
sub-1477,1,Mean60,0,1,4,2,25,2
sub-1477,1,Nice80,1,0,2,2,26,2
sub-1477,1,Mean80,0,0,1,2,27,1
sub-1477,1,Nice60,1,1,4,2,28,2
sub-1477,1,Mean60,0,0,1,2,29,2
sub-1477,1,Nice80,1,1,NA,2,30,1
sub-1477,1,Mean80,0,0,1,2,31,1
sub-1477,1,Nice60,1,0,2,2,32,2
sub-1477,2,Mean60,0,1,3,1,33,1
sub-1477,2,Nice80,1,1,4,3,34,2
sub-1477,2,Mean80,0,1,4,1,35,1
sub-1477,2,Nice60,1,1,3,4,36,1
sub-1477,2,Mean60,0,0,3,1,37,2
sub-1477,2,Nice80,1,1,3,3,38,2
sub-1477,2,Mean80,1,0,2,1,39,2
sub-1477,2,Nice60,1,0,1,4,40,2
sub-1477,2,Mean60,1,1,4,1,41,1
sub-1477,2,Nice80,1,0,1,3,42,2
sub-1477,2,Mean80,0,0,1,1,43,1
sub-1477,2,Nice60,1,0,1,4,44,1
sub-1477,2,Mean60,1,0,2,1,45,2
sub-1477,2,Nice80,1,1,4,3,46,1
sub-1477,2,Mean80,0,0,1,1,47,1
sub-1477,2,Nice60,0,1,4,4,48,1
sub-1477,2,Mean60,1,0,1,1,49,1
sub-1477,2,Nice80,1,1,3,3,50,2
sub-1477,2,Mean80,0,0,1,1,51,1
sub-1477,2,Nice60,0,0,1,4,52,2
sub-1477,2,Mean60,1,1,3,1,53,1
sub-1477,2,Nice80,1,1,4,3,54,2
sub-1477,2,Mean80,0,0,1,1,55,1
sub-1477,2,Nice60,0,0,3,4,56,1
sub-1477,2,Mean60,0,1,4,1,57,2
sub-1477,2,Nice80,1,1,3,3,58,2
sub-1477,2,Mean80,0,0,2,1,59,1
sub-1477,2,Nice60,0,0,2,4,60,1
sub-1477,2,Mean60,1,0,1,1,61,2
sub-1477,2,Nice80,1,0,2,3,62,2
sub-1477,2,Mean80,0,1,3,1,63,1
sub-1477,2,Nice60,0,1,4,4,64,1
sub-1477,3,Mean60,0,0,2,3,65,1
sub-1477,3,Nice80,1,1,4,4,66,1
sub-1477,3,Mean80,0,0,NA,1,67,2
sub-1477,3,Nice60,0,1,3,2,68,2
sub-1477,3,Mean60,0,0,2,3,69,1
sub-1477,3,Nice80,1,1,4,4,70,2
sub-1477,3,Mean80,0,0,1,1,71,1
sub-1477,3,Nice60,1,0,1,2,72,2
sub-1477,3,Mean60,0,0,1,3,73,1
sub-1477,3,Nice80,1,1,3,4,74,2
sub-1477,3,Mean80,0,0,1,1,75,1
sub-1477,3,Nice60,1,0,1,2,76,1
sub-1477,3,Mean60,0,1,3,3,77,1
sub-1477,3,Nice80,1,1,3,4,78,2
sub-1477,3,Mean80,0,0,2,1,79,1
sub-1477,3,Nice60,0,1,4,2,80,1
sub-1477,3,Mean60,0,1,3,3,81,2
sub-1477,3,Nice80,1,0,1,4,82,2
sub-1477,3,Mean80,0,1,3,1,83,1
sub-1477,3,Nice60,0,0,2,2,84,2
sub-1477,3,Mean60,0,0,2,3,85,2
sub-1477,3,Nice80,1,1,3,4,86,1
sub-1477,3,Mean80,0,0,1,1,87,2
sub-1477,3,Nice60,0,1,4,2,88,1
sub-1477,3,Mean60,0,1,3,3,89,1
sub-1477,3,Nice80,1,1,4,4,90,2
sub-1477,3,Mean80,0,0,2,1,91,1
sub-1477,3,Nice60,0,0,2,2,92,2
sub-1477,3,Mean60,0,0,1,3,93,2
sub-1477,3,Nice80,1,1,3,4,94,2
sub-1477,3,Mean80,0,0,1,1,95,1
sub-1477,3,Nice60,1,1,3,2,96,1
sub-1477,4,Mean60,0,1,3,1,97,1
sub-1477,4,Nice80,1,1,4,4,98,2
sub-1477,4,Mean80,0,0,1,1,99,1
sub-1477,4,Nice60,0,1,4,2,100,2
sub-1477,4,Mean60,0,0,1,1,101,2
sub-1477,4,Nice80,1,1,3,4,102,2
sub-1477,4,Mean80,0,0,1,1,103,1
sub-1477,4,Nice60,1,0,2,2,104,2
sub-1477,4,Mean60,0,1,4,1,105,1
sub-1477,4,Nice80,1,1,3,4,106,2
sub-1477,4,Mean80,0,1,4,1,107,1
sub-1477,4,Nice60,0,1,4,2,108,1
sub-1477,4,Mean60,0,0,1,1,109,2
sub-1477,4,Nice80,1,0,1,4,110,2
sub-1477,4,Mean80,0,0,1,1,111,2
sub-1477,4,Nice60,0,1,3,2,112,2
sub-1477,4,Mean60,0,0,1,1,113,1
sub-1477,4,Nice80,1,1,4,4,114,1
sub-1477,4,Mean80,0,0,1,1,115,1
sub-1477,4,Nice60,1,0,1,2,116,2
sub-1477,4,Mean60,0,1,3,1,117,1
sub-1477,4,Nice80,1,1,3,4,118,2
sub-1477,4,Mean80,0,0,1,1,119,1
sub-1477,4,Nice60,0,1,3,2,120,1
sub-1477,4,Mean60,0,1,4,1,121,2
sub-1477,4,Nice80,1,1,NA,4,122,2
sub-1477,4,Mean80,0,1,3,1,123,1
sub-1477,4,Nice60,1,0,1,2,124,2
sub-1477,4,Mean60,1,0,1,1,125,2
sub-1477,4,Nice80,1,0,2,4,126,2
sub-1477,4,Mean80,0,0,1,1,127,2
sub-1477,4,Nice60,0,1,3,2,128,1
sub-1479,1,Mean60,1,0,1,3,1,1
sub-1479,1,Nice80,1,1,4,3,2,1
sub-1479,1,Mean80,0,0,1,3,3,1
sub-1479,1,Nice60,1,1,4,3,4,1
sub-1479,1,Mean60,0,0,2,3,5,1
sub-1479,1,Nice80,1,1,4,3,6,2
sub-1479,1,Mean80,0,0,2,3,7,1
sub-1479,1,Nice60,1,1,3,3,8,2
sub-1479,1,Mean60,0,1,3,3,9,1
sub-1479,1,Nice80,1,1,3,3,10,2
sub-1479,1,Mean80,0,0,1,3,11,1
sub-1479,1,Nice60,1,0,2,3,12,2
sub-1479,1,Mean60,NA,0,2,3,13,2
sub-1479,1,Nice80,NA,1,4,3,14,2
sub-1479,1,Mean80,1,0,1,3,15,1
sub-1479,1,Nice60,1,1,3,3,16,1
sub-1479,1,Mean60,0,0,2,3,17,1
sub-1479,1,Nice80,1,1,4,3,18,2
sub-1479,1,Mean80,0,1,4,3,19,1
sub-1479,1,Nice60,1,0,1,3,20,2
sub-1479,1,Mean60,1,1,4,3,21,1
sub-1479,1,Nice80,1,1,4,3,22,2
sub-1479,1,Mean80,1,0,2,3,23,2
sub-1479,1,Nice60,0,1,4,3,24,1
sub-1479,1,Mean60,0,1,3,3,25,2
sub-1479,1,Nice80,1,0,2,3,26,2
sub-1479,1,Mean80,1,0,2,3,27,1
sub-1479,1,Nice60,0,1,4,3,28,2
sub-1479,1,Mean60,0,0,2,3,29,2
sub-1479,1,Nice80,1,1,4,3,30,1
sub-1479,1,Mean80,0,0,1,3,31,1
sub-1479,1,Nice60,1,0,1,3,32,2
sub-1479,2,Mean60,0,1,4,2,33,1
sub-1479,2,Nice80,1,1,4,4,34,2
sub-1479,2,Mean80,0,1,4,2,35,1
sub-1479,2,Nice60,1,1,4,3,36,1
sub-1479,2,Mean60,0,0,4,2,37,2
sub-1479,2,Nice80,1,1,4,4,38,2
sub-1479,2,Mean80,0,0,1,2,39,2
sub-1479,2,Nice60,1,0,1,3,40,2
sub-1479,2,Mean60,0,1,4,2,41,1
sub-1479,2,Nice80,1,0,1,4,42,2
sub-1479,2,Mean80,0,0,1,2,43,1
sub-1479,2,Nice60,1,0,1,3,44,1
sub-1479,2,Mean60,0,0,1,2,45,2
sub-1479,2,Nice80,1,1,4,4,46,1
sub-1479,2,Mean80,0,0,1,2,47,1
sub-1479,2,Nice60,0,1,4,3,48,1
sub-1479,2,Mean60,0,0,1,2,49,1
sub-1479,2,Nice80,1,1,3,4,50,2
sub-1479,2,Mean80,0,0,1,2,51,1
sub-1479,2,Nice60,1,0,1,3,52,2
sub-1479,2,Mean60,0,1,3,2,53,1
sub-1479,2,Nice80,1,1,4,4,54,2
sub-1479,2,Mean80,0,0,1,2,55,1
sub-1479,2,Nice60,1,0,3,3,56,1
sub-1479,2,Mean60,0,1,4,2,57,2
sub-1479,2,Nice80,1,1,3,4,58,2
sub-1479,2,Mean80,0,0,1,2,59,1
sub-1479,2,Nice60,1,0,1,3,60,1
sub-1479,2,Mean60,0,0,1,2,61,2
sub-1479,2,Nice80,1,0,2,4,62,2
sub-1479,2,Mean80,0,1,4,2,63,1
sub-1479,2,Nice60,0,1,4,3,64,1
sub-1479,3,Mean60,0,0,1,2,65,1
sub-1479,3,Nice80,1,1,4,3,66,1
sub-1479,3,Mean80,0,0,1,1,67,2
sub-1479,3,Nice60,0,1,3,2,68,2
sub-1479,3,Mean60,0,0,1,2,69,1
sub-1479,3,Nice80,1,1,4,3,70,2
sub-1479,3,Mean80,0,0,1,1,71,1
sub-1479,3,Nice60,1,0,1,2,72,2
sub-1479,3,Mean60,0,0,1,2,73,1
sub-1479,3,Nice80,1,1,3,3,74,2
sub-1479,3,Mean80,0,0,1,1,75,1
sub-1479,3,Nice60,0,0,1,2,76,1
sub-1479,3,Mean60,0,1,4,2,77,1
sub-1479,3,Nice80,1,1,4,3,78,2
sub-1479,3,Mean80,0,0,1,1,79,1
sub-1479,3,Nice60,0,1,4,2,80,1
sub-1479,3,Mean60,0,1,4,2,81,2
sub-1479,3,Nice80,1,0,1,3,82,2
sub-1479,3,Mean80,0,1,3,1,83,1
sub-1479,3,Nice60,0,0,1,2,84,2
sub-1479,3,Mean60,0,0,1,2,85,2
sub-1479,3,Nice80,1,1,4,3,86,1
sub-1479,3,Mean80,0,0,1,1,87,2
sub-1479,3,Nice60,1,1,4,2,88,1
sub-1479,3,Mean60,0,1,4,2,89,1
sub-1479,3,Nice80,1,1,4,3,90,2
sub-1479,3,Mean80,0,0,1,1,91,1
sub-1479,3,Nice60,NA,0,1,2,92,2
sub-1479,3,Mean60,0,0,1,2,93,2
sub-1479,3,Nice80,1,1,4,3,94,2
sub-1479,3,Mean80,0,0,1,1,95,1
sub-1479,3,Nice60,0,1,4,2,96,1
sub-1479,4,Mean60,0,1,3,2,97,1
sub-1479,4,Nice80,1,1,4,3,98,2
sub-1479,4,Mean80,0,0,1,1,99,1
sub-1479,4,Nice60,1,1,4,2,100,2
sub-1479,4,Mean60,0,0,1,2,101,2
sub-1479,4,Nice80,1,1,3,3,102,2
sub-1479,4,Mean80,0,0,1,1,103,1
sub-1479,4,Nice60,1,0,2,2,104,2
sub-1479,4,Mean60,0,1,4,2,105,1
sub-1479,4,Nice80,1,1,4,3,106,2
sub-1479,4,Mean80,0,1,4,1,107,1
sub-1479,4,Nice60,1,1,4,2,108,1
sub-1479,4,Mean60,0,0,1,2,109,2
sub-1479,4,Nice80,1,0,1,3,110,2
sub-1479,4,Mean80,0,0,1,1,111,2
sub-1479,4,Nice60,0,1,4,2,112,2
sub-1479,4,Mean60,0,0,1,2,113,1
sub-1479,4,Nice80,1,1,4,3,114,1
sub-1479,4,Mean80,0,0,1,1,115,1
sub-1479,4,Nice60,1,0,1,2,116,2
sub-1479,4,Mean60,0,1,4,2,117,1
sub-1479,4,Nice80,1,1,4,3,118,2
sub-1479,4,Mean80,0,0,1,1,119,1
sub-1479,4,Nice60,0,1,4,2,120,1
sub-1479,4,Mean60,0,1,4,2,121,2
sub-1479,4,Nice80,1,1,4,3,122,2
sub-1479,4,Mean80,0,1,4,1,123,1
sub-1479,4,Nice60,NA,0,1,2,124,2
sub-1479,4,Mean60,0,0,2,2,125,2
sub-1479,4,Nice80,1,0,2,3,126,2
sub-1479,4,Mean80,0,0,1,1,127,2
sub-1479,4,Nice60,0,1,4,2,128,1
sub-1482,1,Mean60,1,0,NA,2,1,1
sub-1482,1,Nice80,1,1,4,2,2,1
sub-1482,1,Mean80,1,0,NA,2,3,1
sub-1482,1,Nice60,1,1,4,2,4,1
sub-1482,1,Mean60,1,0,3,2,5,1
sub-1482,1,Nice80,1,1,4,2,6,2
sub-1482,1,Mean80,1,0,3,2,7,1
sub-1482,1,Nice60,1,1,3,2,8,2
sub-1482,1,Mean60,0,1,4,2,9,1
sub-1482,1,Nice80,1,1,3,2,10,2
sub-1482,1,Mean80,1,0,2,2,11,1
sub-1482,1,Nice60,1,0,4,2,12,2
sub-1482,1,Mean60,1,0,NA,2,13,2
sub-1482,1,Nice80,1,1,3,2,14,2
sub-1482,1,Mean80,1,0,3,2,15,1
sub-1482,1,Nice60,1,1,3,2,16,1
sub-1482,1,Mean60,1,0,2,2,17,1
sub-1482,1,Nice80,1,1,4,2,18,2
sub-1482,1,Mean80,1,1,4,2,19,1
sub-1482,1,Nice60,1,0,NA,2,20,2
sub-1482,1,Mean60,1,1,3,2,21,1
sub-1482,1,Nice80,1,1,4,2,22,2
sub-1482,1,Mean80,1,0,NA,2,23,2
sub-1482,1,Nice60,1,1,3,2,24,1
sub-1482,1,Mean60,1,1,4,2,25,2
sub-1482,1,Nice80,1,0,2,2,26,2
sub-1482,1,Mean80,1,0,4,2,27,1
sub-1482,1,Nice60,1,1,4,2,28,2
sub-1482,1,Mean60,1,0,NA,2,29,2
sub-1482,1,Nice80,1,1,3,2,30,1
sub-1482,1,Mean80,1,0,4,2,31,1
sub-1482,1,Nice60,1,0,4,2,32,2
sub-1482,2,Mean60,1,1,3,2,33,1
sub-1482,2,Nice80,1,1,4,2,34,2
sub-1482,2,Mean80,1,1,4,2,35,1
sub-1482,2,Nice60,1,1,4,3,36,1
sub-1482,2,Mean60,1,0,3,2,37,2
sub-1482,2,Nice80,1,1,3,2,38,2
sub-1482,2,Mean80,1,0,4,2,39,2
sub-1482,2,Nice60,1,0,4,3,40,2
sub-1482,2,Mean60,1,1,4,2,41,1
sub-1482,2,Nice80,1,0,4,2,42,2
sub-1482,2,Mean80,1,0,4,2,43,1
sub-1482,2,Nice60,1,0,4,3,44,1
sub-1482,2,Mean60,1,0,2,2,45,2
sub-1482,2,Nice80,1,1,4,2,46,1
sub-1482,2,Mean80,1,0,4,2,47,1
sub-1482,2,Nice60,1,1,4,3,48,1
sub-1482,2,Mean60,1,0,4,2,49,1
sub-1482,2,Nice80,1,1,3,2,50,2
sub-1482,2,Mean80,1,0,4,2,51,1
sub-1482,2,Nice60,1,0,4,3,52,2
sub-1482,2,Mean60,1,1,3,2,53,1
sub-1482,2,Nice80,1,1,4,2,54,2
sub-1482,2,Mean80,1,0,4,2,55,1
sub-1482,2,Nice60,1,0,3,3,56,1
sub-1482,2,Mean60,1,1,4,2,57,2
sub-1482,2,Nice80,1,1,3,2,58,2
sub-1482,2,Mean80,1,0,2,2,59,1
sub-1482,3,Mean60,1,0,4,2,60,2
sub-1482,3,Nice80,1,1,4,2,61,2
sub-1482,3,Mean80,1,0,4,2,62,1
sub-1482,3,Nice60,1,1,4,3,63,1
sub-1482,3,Mean60,1,0,4,2,64,1
sub-1482,3,Nice80,1,1,4,2,65,2
sub-1482,3,Mean80,1,0,2,2,66,1
sub-1482,3,Nice60,1,0,3,3,67,2
sub-1482,3,Mean60,1,0,4,2,68,1
sub-1482,3,Nice80,1,1,3,2,69,2
sub-1482,3,Mean80,1,0,2,2,70,1
sub-1482,3,Nice60,1,0,4,3,71,1
sub-1482,3,Mean60,1,1,4,2,72,1
sub-1482,3,Nice80,1,1,3,2,73,2
sub-1482,3,Mean80,1,0,4,2,74,1
sub-1482,3,Nice60,1,1,3,3,75,1
sub-1482,3,Mean60,1,1,4,2,76,2
sub-1482,3,Nice80,1,0,4,2,77,2
sub-1482,3,Mean80,1,1,4,2,78,1
sub-1482,3,Nice60,1,0,2,3,79,2
sub-1482,3,Mean60,1,0,4,2,80,2
sub-1482,3,Nice80,1,1,4,2,81,1
sub-1482,3,Mean80,1,0,2,2,82,2
sub-1482,3,Nice60,1,1,3,3,83,1
sub-1482,3,Mean60,1,1,NA,2,84,1
sub-1482,3,Nice80,1,1,4,2,85,2
sub-1482,3,Mean80,1,0,4,2,86,1
sub-1482,3,Nice60,1,0,NA,3,87,2
sub-1482,3,Mean60,1,0,4,2,88,2
sub-1482,3,Nice80,1,1,4,2,89,2
sub-1482,3,Mean80,1,0,4,2,90,1
sub-1482,3,Nice60,1,1,2,3,91,1
sub-1482,4,Mean60,1,1,4,2,92,1
sub-1482,4,Nice80,NA,1,4,2,93,2
sub-1482,4,Mean80,1,0,4,2,94,1
sub-1482,4,Nice60,1,1,4,3,95,2
sub-1482,4,Mean60,1,0,4,2,96,2
sub-1482,4,Nice80,NA,1,4,2,97,2
sub-1482,4,Mean80,1,0,2,2,98,1
sub-1482,4,Nice60,1,0,3,3,99,2
sub-1482,4,Mean60,1,1,4,2,100,1
sub-1482,4,Nice80,1,1,3,2,101,2
sub-1482,4,Mean80,1,1,2,2,102,1
sub-1482,4,Nice60,1,1,4,3,103,1
sub-1482,4,Mean60,1,0,4,2,104,2
sub-1482,4,Nice80,1,0,3,2,105,2
sub-1482,4,Mean80,1,0,4,2,106,2
sub-1482,4,Nice60,1,1,3,3,107,2
sub-1482,4,Mean60,0,0,4,2,108,1
sub-1482,4,Nice80,1,1,4,2,109,1
sub-1482,4,Mean80,0,0,4,2,110,1
sub-1482,4,Nice60,0,0,2,3,111,2
sub-1482,4,Mean60,1,1,4,2,112,1
sub-1482,4,Nice80,1,1,4,2,113,2
sub-1482,4,Mean80,1,0,2,2,114,1
sub-1482,4,Nice60,1,1,3,3,115,1
sub-1482,4,Mean60,0,1,NA,2,116,2
sub-1482,4,Nice80,0,1,4,2,117,2
sub-1482,4,Mean80,0,1,4,2,118,1
sub-1482,4,Nice60,0,0,NA,3,119,2
sub-1482,4,Mean60,1,0,4,2,120,2
sub-1482,4,Nice80,NA,0,4,2,121,2
sub-1482,4,Mean80,1,0,4,2,122,2
sub-1482,4,Nice60,1,1,2,3,123,1
sub-1489,1,Mean60,0,0,2,2,1,1
sub-1489,1,Nice80,1,1,4,2,2,1
sub-1489,1,Mean80,1,0,1,2,3,1
sub-1489,1,Nice60,1,1,4,2,4,1
sub-1489,1,Mean60,0,0,2,2,5,1
sub-1489,1,Nice80,1,1,NA,2,6,2
sub-1489,1,Mean80,1,0,3,2,7,1
sub-1489,1,Nice60,1,1,3,2,8,2
sub-1489,1,Mean60,0,1,4,2,9,1
